Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
The Aviator,2004,Martin Scorsese,1,Leonardo DiCaprio,man,11/11/1974,30,Kate Beckinsale,woman,26/07/1973,31
The Break-Up,2006,Peyton Reed,1,Vince Vaughn,man,28/03/1970,36,Jennifer Aniston,woman,11/02/1969,37
The Departed,2006,Martin Scorsese,1,Leonardo DiCaprio,man,11/11/1974,32,Vera Farmiga,woman,6/08/1973,33
The Details,2011,Jacob Aaron Estes,1,Tobey Maguire,man,27/06/1975,36,Elizabeth Banks,woman,10/02/1974,37
The Family Stone,2007,Thomas Bezucha,1,Tyrone Giordano,man,18/04/1976,31,Brian J. White,man,21/04/1975,32
The Last of the Mohicans,1992,Michael Mann,1,Daniel Day-Lewis,man,29/04/1957,35,Madeleine Stowe,woman,18/08/1958,34
The Martian,2015,Ridley Scott,1,Sebastian Stan,man,13/08/1982,33,Kate Mara,woman,27/02/1983,32
The Painted Veil,2006,John Curran,1,Edward Norton,man,18/08/1969,37,Naomi Watts,woman,,38
The Sum of All Fears,2002,Phil Alden Robinson,1,Ben Affleck,man,15/08/1972,30,Bridget Moynahan,woman,28/04/1971,31
The Theory of Everything,2014,James Marsh,1,Eddie Redmayne,man,26/01/1982,32,Felicity Jones,woman,17/10/1983,31
The Thomas Crown Affair,1999,John McTiernan,1,Pierce Brosnan,man,16/05/1953,46,Rene Russo,woman,17/02/1954,45
This Means War,2012,McG,1,Tom Hardy,man,15/09/1977,35,Reese Witherspoon,woman,21/03/1976,36
Titanic,1997,James Cameron,,Leonardo DiCaprio,man,11/11/1974,23,Kate Winslet,woman,5/10/1975,22
Tommy Boy,1995,Peter Segal,1,Chris Farley,man,,31,Julie Warner,woman,9/02/1965,30
Transformers: Dark of the Moon,2011,Michael Bay,1,Shia LaBeouf,man,11/06/1986,25,,woman,18/04/1987,24
Troy,2004,Wolfgang Petersen,1,Orlando Bloom,man,13/01/1977,27,Diane Kruger,woman,15/07/1976,28
Unfaithful,2002,Adrian Lyne,1,,man,12/01/1966,36,Diane Lane,woman,21/01/1965,37
,2017,Denise Di Novi,1,Geoff Stults,man,15/12/1977,40,Katherine Heigl,woman,24/11/1978,39
Wild Mountain Thyme,2020,John Patrick Shanley,1,Jamie Dornan,man,1/05/1982,38,Emily Blunt,,23/02/1983,37
Wonder,,Stephen Chbosky,1,Owen Wilson,man,18/11/1968,49,Julia Roberts,woman,28/10/1967,50
X-Men: First Class,2015,Matthew Vaughn,1,Nicholas Hoult,,7/12/1989,26,Jennifer Lawrence,woman,15/08/1990,25
Year One,2009,,1,Michael Cera,man,7/06/1988,21,Juno Temple,woman,20/07/1989,20
Yesterday,2019, Danny Boyle,1,Himesh Patel,man,13/10/1990,29,Lily James,woman,5/04/1989,30
You People,2023,Kenya Barris,1,Jonah Hill,man,20/12/1983,40,Lauren London,woman,,39
10 Things I Hate About You,1999,Gil Junger,,Joseph Gordon-Levitt,,17/02/1981,18,Larisa Oleynik,woman,7/06/1981,18
A Happening of Monumental Proportions,2017,Judy Greer,0,Common,man,13/03/1972,45,Jennifer Garner,woman,17/04/1972,45
A Simple Favor,2018,Paul Feig,0,Henry Golding,man,,31,Blake Lively,woman,25/08/1987,31
American Hustle,2013,David O. Russell,0,Christian Bale,man,30/01/1974,,Amy Adams,woman,20/08/1974,39
American Pie,1999,"Paul Weitz, Chris Weitz",0,Chris Klein,man,14/03/1979,20,Mena Suvari,woman,13/02/1979,20
Blue Valentine,2010,Derek Cianfrance,0,Ryan Gosling,,12/11/1980,30,Michelle Williams,woman,9/09/1980,30
Catch Me If You Can,2002,,0,Leonardo DiCaprio,man,11/11/1974,28,Amy Adams,woman,20/08/1974,28
Chicago,2002,Rob Marshall,0,Dominic West,man,15/10/1969,33,Renee Zellweger,woman,25/04/1969,33
Daddy's Little Girls,2007,Tyler Perry,0,Idris Elba,man,6/09/1972,35,Gabrielle Union,woman,29/10/1972,35
Empire,2002,Franc. Reyes,,Peter Sarsgaard,man,7/03/1971,,Denise Richards,woman,17/02/1971,31
Good Will Hunting,1997,Gus Van Sant,0,Matt Damon,man,8/10/1970,27,Minnie Driver,woman,31/01/1970,27
He's Just Not That Into You,2009,Ken Kwapis,0,Justin Long,man,2/06/1978,31,Ginnifer Goodwin,woman,22/05/1978,31
Killing Me Softly,2002,Chen Kaige,0,Joseph Fiennes,man,27/05/1970,32,Heather Graham,woman,29/01/1970,32
,2012,Steven Soderbergh,0,Channing Tatum,man,,32,Olivia Munn,woman,3/07/1980,32
Me Before You,2016,Thea Sharrock,0,Sam Claflin,man,27/06/1986,30,Emilia Clarke,woman,23/10/1986,30
Mona Lisa Smile,2003,,0,Ebon Moss-Bachrach,man,17/08/1978,25,Ginnifer Goodwin,woman,,25
Red Riding Hood,2011,Catherine Hardwicke,0,Shiloh Fernandez,man,26/02/1985,26,Amanda Seyfried,woman,3/12/1985,26
She's Out of My League,2010,Jim Field Smith,0,Jay Baruchel,,9/04/1982,28,Alice Eve,woman,6/02/1982,28
Slackers,2002,Dewey Nicks,0,Jason Segel,man,18/01/1980,22,Laura Prepon,woman,7/03/1980,22
Soul Food,1997,George Tillman Jr.,0,Michael Beach,man,30/10/1963,34,Vanessa Williams,woman,18/03/1963,34
Spanglish,2004,James L. Brooks,0,Adam Sandler,man,9/09/1966,38,Tea Leoni,woman,25/02/1966,38
Speed,1994,Jan de Bont,0,Keanu Reeves,man,2/09/1964,30,,woman,26/07/1964,30
Spider-Man: Far From Home,2019,Jon Watts,0,Tom Holland,man,1/06/1996,23,Zendaya,woman,1/09/1996,23
The Crush,1993,Alan Shapiro,0,Cary Elwes,man,26/10/1962,31,Jennifer Rubin,woman,3/04/1962,31
The Holiday,2006,Nancy Meyers,0,Jude Law,man,29/12/1972,34,Cameron Diaz,woman,30/08/1972,34
The Hunger Games: Catching Fire,2013,Francis Lawrence,0,Liam Hemsworth,man,13/01/1990,23,Jennifer Lawrence,woman,15/08/1990,23
The Lake House,2006,Alejandro Agresti,0,Keanu Reeves,man,2/09/1964,42,Sandra Bullock,woman,26/07/1964,42
Tolkien,2019,Dome Karukoski,0,Nicholas Hoult,man,7/12/1989,30,Lily Collins,woman,18/03/1989,30
Transformers,2007,Michael Bay,0,Shia LaBeouf,man,11/06/1986,21,Megan Fox,woman,16/05/1986,21
X-Men: First Class,2015,Matthew Vaughn,0,James McAvoy,man,21/04/1979,36,Rose Byrne,woman,24/07/1979,36
